bill_id,bill_type,subjects_top_term,cosponsors,num_cosponsors,num_support,enacted_as
hr5255-115,hr,Emergency management,['D000627'],1,2,0
hr4387-115,hr,Education,[],0,1,0
hr4989-115,hr,International affairs,"['C001084', 'F000466', 'M001157', 'S000344', 'T000468']",5,6,0
hr5067-115,hr,Taxation,"['A000372', 'B001291', 'B001302', 'B001294', 'B001290', 'C001053', 'D000626', 'D000619', 'D000628', 'G000565', 'H001071', 'I000056', 'K000362', 'M001177', 'M001201', 'N000190', 'R000582', 'R000603', 'S001176', 'T000478', 'W000819', 'W000806', 'W000815']",23,24,0
hr3390-115,hr,Education,"['S001200', 'T000193']",2,3,0
hr2242-115,hr,Energy,"['B000574', 'C001090', 'C001080', 'C001101', 'C001067', 'D000096', 'G000585', 'G000551', 'J000298', 'K000375', 'K000389', 'L000551', 'L000582', 'M000087', 'M001143', 'M000312', 'N000002', 'N000147', 'P000607', 'Q000023', 'R000606', 'S001145', 'T000460', 'T000468', 'V000081']",25,26,0
hr182-115,hr,Health,[],0,1,0
hr5403-115,hr,Government operations and politics,[],0,1,0
hr6286-115,hr,"Science, technology, communications",['W000800'],1,2,0
hr7354-115,hr,Law,"['J000255', 'M001198', 'S001190']",3,4,0
hr2626-115,hr,Immigration,"['K000386', 'M001157', 'S001196']",3,4,0
hr7166-115,hr,Taxation,['L000586'],1,2,0
hr6888-115,hr,International affairs,"['C001091', 'C000266', 'S001196', 'Y000065']",4,5,0
hr2414-115,hr,Government operations and politics,"['B001292', 'C001080', 'C001067', 'C001049', 'C001068', 'D000623', 'G000535', 'J000298', 'J000294', 'L000551', 'M000312', 'M001137', 'N000002', 'P000604', 'P000608', 'P000597', 'P000607', 'Q000023', 'R000606', 'S001170', 'V000130', 'W000187', 'W000800']",23,24,0
hr1291-115,hr,Government operations and politics,"['A000370', 'A000371', 'B001300', 'B001270', 'B001281', 'B001292', 'B000490', 'B000574', 'B001303', 'B001278', 'B001245', 'B001296', 'B001227', 'B001304', 'B001285', 'B001286', 'B001251', 'C001037', 'C001112', 'C001097', 'C001072', 'C001090', 'C001066', 'C001091', 'C001080', 'C001084', 'C001101', 'C001067', 'C001049', 'C001061', 'C000537', 'C001068', 'C001078', 'C000714', 'C001110', 'C001069', 'C001111', 'C001038', 'C000984', 'D000096', 'D000598', 'D000191', 'D000197', 'D000620', 'D000216', 'D000617', 'D000627', 'D000623', 'D000610', 'D000624', 'D000399', 'D000482', 'E000288', 'E000179', 'E000215', 'E000297', 'E000293', 'E000296', 'F000454', 'F000462', 'F000455', 'G000571', 'G000574', 'G000585', 'G000553', 'G000410', 'G000551', 'G000535', 'H001050', 'H000324', 'H001064', 'H001038', 'H001047', 'H001068', 'J000032', 'J000298', 'J000294', 'J000126', 'J000288', 'K000009', 'K000375', 'K000385', 'K000379', 'K000389', 'K000390', 'K000380', 'K000381', 'K000391', 'K000382', 'L000559', 'L000560', 'L000557', 'L000581', 'L000586', 'L000551', 'L000263', 'L000287', 'L000582', 'L000563', 'L000565', 'L000397', 'L000579', 'L000480', 'L000580', 'L000570', 'L000562', 'M000087', 'M001185', 'M001163', 'M001143', 'M001200', 'M000312', 'M001166', 'M001137', 'M001188', 'M001160', 'M001196', 'M001202', 'N000002', 'N000179', 'N000015', 'N000127', 'N000188', 'O000170', 'P000034', 'P000613', 'P000096', 'P000604', 'P000593', 'P000608', 'P000597', 'P000610', 'P000607', 'P000598', 'P000523', 'Q000023', 'R000606', 'R000602', 'R000588', 'R000486', 'R000576', 'R000515', 'R000577', 'S001177', 'S001156', 'S001168', 'S001145', 'S001150', 'S001157', 'S000185', 'S000248', 'S001185', 'S001170', 'S000344', 'S001165', 'S000480', 'S000510', 'S001200', 'S001175', 'S001201', 'S001193', 'T000472', 'T000193', 'T000460', 'T000468', 'T000469', 'T000474', 'T000465', 'V000130', 'V000131', 'V000132', 'V000081', 'W000799', 'W000797', 'W000187', 'W000822', 'W000800', 'W000826', 'W000808', 'Y000062']",180,181,0
hr5631-115,hr,Labor and employment,"['C001084', 'E000288', 'L000579', 'N000002', 'N000147', 'P000607', 'S001156', 'S001145']",8,9,0
hr6629-115,hr,Crime and law enforcement,"['B001304', 'C001101', 'C001067', 'C001068', 'E000297', 'G000535', 'H000324', 'J000298', 'K000379', 'K000389', 'L000557', 'L000581', 'M000312', 'M001166', 'N000002', 'N000179', 'N000147', 'P000604', 'R000606', 'R000577', 'S001145', 'S001165', 'S001200', 'T000468', 'W000822']",25,26,0
hr2289-115,hr,Taxation,"['C001067', 'G000551', 'L000551', 'M000312', 'M001160', 'N000147', 'R000606']",7,8,0
hr5890-115,hr,Families,"['B001299', 'B001278', 'B001289', 'C001069', 'E000297', 'F000450', 'G000558', 'J000297', 'M001202', 'P000598', 'R000582', 'R000592', 'R000607', 'S001196', 'T000472', 'T000467']",16,17,0
hr4942-115,hr,Labor and employment,"['B001293', 'R000577', 'S001199']",3,4,0
hr3955-115,hr,Government operations and politics,[],0,1,0
hr2887-115,hr,Taxation,"['C001062', 'D000616', 'G000289', 'G000576', 'L000569', 'M001177', 'M001187', 'P000258', 'R000409', 'S001199', 'T000475']",11,12,0
hr3169-115,hr,Armed forces and national security,"['B001301', 'C001077', 'K000382']",3,4,0
hr4728-115,hr,Armed forces and national security,[],0,1,0
hr6843-115,hr,Public lands and natural resources,[],0,1,0
hr975-115,hr,Crime and law enforcement,"['A000367', 'B001294', 'B000574', 'B001278', 'B001296', 'C001077', 'C001068', 'C001110', 'C001107', 'D000191', 'G000578', 'G000580', 'H001050', 'H001064', 'H001048', 'J000298', 'J000255', 'J000295', 'K000389', 'K000390', 'L000551', 'L000587', 'L000582', 'L000579', 'M001184', 'M001177', 'M001143', 'M001166', 'M001196', 'O000170', 'P000593', 'P000597', 'P000607', 'P000598', 'R000606', 'R000608', 'S001145', 'S000344', 'S000510', 'S001200', 'T000460', 'T000468', 'T000465', 'W000800', 'Y000065', 'Y000033']",46,47,0
hr1068-115,hr,Environmental protection,"['B000574', 'B001296', 'C001097', 'D000197', 'D000216', 'D000624', 'L000551', 'M001163', 'M001166', 'T000469']",10,11,0
hr149-115,hr,Housing and community development,"['C001080', 'C001067', 'E000288', 'E000296', 'G000581', 'H000324', 'J000032', 'K000389', 'N000147', 'P000604', 'P000607', 'R000588', 'R000515', 'S001145', 'S000248', 'T000472', 'W000822']",17,18,0
hr1854-115,hr,Health,"['C001105', 'C001078', 'D000625', 'K000387', 'R000577']",5,6,0
hr7159-115,hr,Labor and employment,['R000592'],1,2,0
hr2619-115,hr,Transportation and public works,['E000179'],1,2,0
hr981-115,hr,Government operations and politics,"['B000574', 'C001097', 'C001053', 'F000449', 'J000255', 'K000375', 'M001143', 'O000171', 'R000486']",9,10,0
hr5864-115,hr,Armed forces and national security,"['B001301', 'C000059', 'M001159', 'M001187', 'P000611', 'R000609', 'S001191', 'S001196', 'W000813', 'W000821']",10,11,0
hr5058-115,hr,Immigration,"['B000574', 'B001278', 'C001112', 'C001080', 'C001110', 'C001059', 'D000624', 'E000215', 'G000535', 'H001064', 'J000298', 'K000389', 'K000390', 'K000381', 'L000397', 'M000087', 'M000312', 'M001160', 'M001202', 'N000147', 'O000171', 'P000598', 'Q000023', 'R000602', 'R000435', 'R000486', 'S001156', 'S001145', 'S001170', 'S001200', 'S001201', 'S001193', 'V000130', 'W000797']",34,35,0
hr2873-115,hr,Government operations and politics,"['B001269', 'B001227', 'C001090', 'C001106', 'D000604', 'D000482', 'E000296', 'F000466', 'K000376', 'M001179', 'M001181', 'M001151', 'P000605', 'R000598', 'S001154', 'S001199', 'T000467']",17,18,1
hr5807-115,hr,Health,"['B000574', 'W000791']",2,3,0
hr788-115,hr,Public lands and natural resources,"['A000374', 'A000369', 'B001298', 'B001302', 'B001273', 'B001274', 'B001305', 'C001109', 'C001092', 'C001108', 'C001063', 'E000294', 'F000460', 'F000448', 'G000578', 'G000552', 'G000565', 'G000410', 'G000576', 'H001052', 'H001053', 'H001071', 'H001067', 'J000292', 'J000299', 'K000376', 'K000388', 'K000188', 'K000378', 'L000578', 'L000564', 'L000566', 'L000584', 'M001179', 'M001198', 'M001199', 'M001195', 'M001190', 'P000601', 'P000594', 'P000588', 'P000598', 'R000592', 'R000593', 'S000250', 'S001148', 'S000583', 'S001192', 'S001187', 'T000478', 'T000467', 'T000460', 'T000470', 'V000129', 'W000813', 'W000799', 'W000800', 'W000821', 'W000816', 'W000804', 'Y000033']",61,62,0
hr5209-115,hr,Public lands and natural resources,['C001068'],1,2,0
hr2810-115,hr,Armed forces and national security,['S000510'],1,2,1
hr2448-115,hr,Government operations and politics,['M001193'],1,2,0
hr7308-115,hr,Taxation,[],0,1,0
hr1239-115,hr,Education,"['B001227', 'C001077', 'C001053', 'C001038', 'C001107', 'D000191', 'E000297', 'F000464', 'F000449', 'G000574', 'H000324', 'H001047', 'J000032', 'J000126', 'K000188', 'L000567', 'L000397', 'M001181', 'M001189', 'M001196', 'N000188', 'O000170', 'P000613', 'P000258', 'R000576', 'S001190', 'S000248', 'S001170', 'T000468', 'W000822', 'Y000033']",31,32,0
hr5699-115,hr,Health,['K000382'],1,2,0
hr318-115,hr,Finance and financial sector,[],0,1,0
hr6820-115,hr,Labor and employment,['M001180'],1,2,0
hr916-115,hr,Economics and public finance,"['A000371', 'B001269', 'B001281', 'B001285', 'C001077', 'C001068', 'C001105', 'C001048', 'D000625', 'E000215', 'F000466', 'G000583', 'H000324', 'H001068', 'K000387', 'L000551', 'L000397', 'N000179', 'N000190', 'O000170', 'R000608', 'R000593', 'S000344']",23,24,0
hr1837-115,hr,Labor and employment,['M001180'],1,2,0
hr4579-115,hr,Health,['S001180'],1,2,0
hr3338-115,hr,Health,"['B001245', 'C001072', 'C001080', 'C001084', 'C001067', 'C000537', 'C001068', 'C001078', 'D000624', 'E000179', 'G000551', 'H000324', 'K000009', 'K000389', 'L000559', 'L000560', 'L000480', 'L000580', 'M000087', 'M000312', 'N000002', 'N000179', 'P000604', 'P000607', 'R000486', 'R000576', 'R000515', 'R000577', 'S001150', 'S000248', 'S000344', 'T000472', 'T000465', 'W000797', 'Y000062']",35,36,0
hr4921-115,hr,Transportation and public works,"['F000464', 'G000583']",2,3,1
hr6478-115,hr,Health,['J000292'],1,2,0
hr3936-115,hr,Finance and financial sector,"['C001037', 'V000130', 'V000081']",3,4,0
hr5460-115,hr,Education,"['B001298', 'B001269', 'B000574', 'B001296', 'B001275', 'B001289', 'C001112', 'C001090', 'C001067', 'C001068', 'D000598', 'D000623', 'D000610', 'D000625', 'E000179', 'E000297', 'E000296', 'F000466', 'F000462', 'G000377', 'H000324', 'H001073', 'J000032', 'J000298', 'J000294', 'K000210', 'L000567', 'L000397', 'L000579', 'L000480', 'M001198', 'M001157', 'M000312', 'N000147', 'R000602', 'R000607', 'R000435', 'R000608', 'R000580', 'R000577', 'S001145', 'S001190', 'S001199', 'S001196', 'T000467', 'V000131', 'V000132', 'V000081', 'W000797', 'W000822', 'W000814', 'Y000062', 'Y000063']",53,54,0
hr7337-115,hr,Health,"['R000606', 'R000515', 'V000108', 'W000797']",4,5,0
hr3797-115,hr,International affairs,"['B001302', 'N000190', 'W000816']",3,4,0
hr2645-115,hr,Armed forces and national security,"['B000490', 'B001303', 'C001067', 'C000754', 'C001110', 'C001059', 'C001111', 'C001063', 'E000296', 'G000574', 'G000581', 'H000324', 'J000298', 'J000288', 'L000582', 'L000563', 'O000171', 'R000606', 'R000608', 'S001190', 'S001180', 'S001157', 'S001191', 'S001200', 'V000081']",25,26,0
hr7105-115,hr,Armed forces and national security,"['C001105', 'G000582', 'R000600']",3,4,0
hr2477-115,hr,Education,"['A000370', 'A000371', 'B001300', 'B001270', 'B001292', 'B000574', 'B001278', 'B001245', 'B001296', 'B001227', 'B001304', 'B001285', 'B001286', 'C001037', 'C001112', 'C001097', 'C001072', 'C001090', 'C001066', 'C001080', 'C001084', 'C001101', 'C001067', 'C001061', 'C001068', 'C001078', 'C000714', 'C001110', 'C000984', 'D000598', 'D000191', 'D000197', 'D000620', 'D000216', 'D000617', 'D000623', 'D000624', 'D000399', 'D000482', 'E000288', 'E000179', 'E000215', 'E000293', 'E000296', 'F000454', 'F000462', 'F000455', 'G000585', 'G000553', 'G000551', 'G000535', 'H001050', 'H000324', 'H001064', 'H001047', 'H000874', 'H001068', 'J000298', 'J000294', 'J000288', 'K000009', 'K000375', 'K000385', 'K000379', 'K000380', 'K000381', 'K000188', 'K000382', 'L000559', 'L000560', 'L000557', 'L000581', 'L000586', 'L000263', 'L000287', 'L000565', 'L000397', 'L000579', 'L000480', 'L000580', 'L000570', 'L000562', 'M000087', 'M001185', 'M001163', 'M001143', 'M001200', 'M000312', 'M001160', 'M001196', 'N000015', 'N000127', 'N000188', 'N000147', 'O000170', 'P000034', 'P000096', 'P000604', 'P000593', 'P000597', 'P000607', 'P000598', 'P000523', 'Q000023', 'R000606', 'R000602', 'R000577', 'S001177', 'S001156', 'S001168', 'S001145', 'S001150', 'S001180', 'S000185', 'S000248', 'S001185', 'S001170', 'S000344', 'S000480', 'S000510', 'S001200', 'S001175', 'S001193', 'T000472', 'T000193', 'T000460', 'T000468', 'T000474', 'T000465', 'V000130', 'V000081', 'V000108', 'W000799', 'W000797', 'W000800', 'W000808', 'Y000062']",137,138,0
hr5652-115,hr,Crime and law enforcement,"['C000754', 'C000984', 'D000191', 'D000623', 'F000454', 'G000551', 'J000032', 'J000298', 'J000288', 'K000389', 'L000580', 'N000002', 'N000147', 'W000797']",14,15,0
hr4780-115,hr,Taxation,"['B001298', 'D000626', 'D000619', 'F000464', 'G000578', 'G000580', 'G000563', 'H001059', 'J000292', 'J000289', 'L000569', 'M001198', 'M001187', 'M001195', 'R000609', 'S001187']",16,17,0
hr2013-115,hr,Commerce,"['C001112', 'E000296', 'F000459', 'H001052', 'H001056', 'K000188', 'L000565', 'O000171', 'P000597']",9,10,0
hr1696-115,hr,Taxation,['K000188'],1,2,0
hr5236-115,hr,Commerce,[],0,1,0
hr5838-115,hr,Social welfare,['S001172'],1,2,0
hr585-115,hr,Finance and financial sector,"['C001037', 'D000191', 'G000551', 'H001064', 'J000288', 'L000562', 'M001143', 'M000312', 'M001137', 'N000147', 'P000607', 'S001145', 'S000248', 'S000480']",14,15,0
hr5004-115,hr,Transportation and public works,"['B001227', 'K000379', 'M000312', 'M001188', 'M001160', 'N000015', 'P000607', 'R000606', 'S000248', 'Y000066']",10,11,0
hr6681-115,hr,"Arts, culture, religion","['A000370', 'B001270', 'B001281', 'B001293', 'B000490', 'B001303', 'B001284', 'B001304', 'B001251', 'C001037', 'C001112', 'C001072', 'C001084', 'C001067', 'C001049', 'C001061', 'C000537', 'C001068', 'C001093', 'C001105', 'C000984', 'D000096', 'D000627', 'D000623', 'D000624', 'D000533', 'E000288', 'E000179', 'E000297', 'E000296', 'F000455', 'G000559', 'G000553', 'G000551', 'H000324', 'H001038', 'H001072', 'H001068', 'J000032', 'J000298', 'J000294', 'J000126', 'J000288', 'K000009', 'K000389', 'K000380', 'L000586', 'L000551', 'L000263', 'L000287', 'L000582', 'L000563', 'L000584', 'L000580', 'M001185', 'M001143', 'M001200', 'M000312', 'M001187', 'M001137', 'M001188', 'M001201', 'M001194', 'M001160', 'N000002', 'N000147', 'P000604', 'P000610', 'R000588', 'R000395', 'R000515', 'R000604', 'R000577', 'S001156', 'S001150', 'S001157', 'S000185', 'S000248', 'S001185', 'S001165', 'T000193', 'V000131', 'W000812', 'W000797', 'W000187', 'W000822', 'W000808', 'W000809']",88,89,0
hr2221-115,hr,Economics and public finance,['D000619'],1,2,0
hr6447-115,hr,Emergency management,['M001157'],1,2,0
hr3909-115,hr,International affairs,"['C001067', 'K000389']",2,3,0
hr3135-115,hr,Finance and financial sector,['W000187'],1,2,0
hr1662-115,hr,Armed forces and national security,[],0,1,0
hr4310-115,hr,Immigration,"['B001269', 'B001302', 'B001274', 'D000615', 'N000190']",5,6,0
hr743-115,hr,Labor and employment,"['A000367', 'D000615', 'F000460', 'F000448', 'G000289', 'G000565', 'H001045', 'H001036', 'J000290', 'N000190', 'S000051', 'S001172']",12,13,0
hr1450-115,hr,Law,"['B001257', 'C001107', 'D000610', 'D000600', 'D000615', 'E000179', 'G000578', 'H000324', 'K000210', 'L000586', 'P000599', 'R000435', 'R000580', 'R000593', 'R000609', 'S001200', 'W000797', 'W000808', 'W000804']",19,20,0
hr571-115,hr,Congress,[],0,1,0
hr4122-115,hr,Health,"['B001285', 'C001067', 'C001077', 'C001068', 'C001105', 'C001078', 'D000191', 'D000624', 'E000293', 'F000466', 'G000551', 'G000535', 'H000324', 'H001038', 'K000389', 'L000560', 'L000557', 'L000579', 'M001143', 'M001160', 'N000147', 'P000523', 'R000608', 'R000486', 'S001145', 'S001157', 'S000510', 'S001201', 'T000472', 'T000465', 'W000797']",31,32,0
hr6675-115,hr,Water resources development,[],0,1,0
hr3307-115,hr,Social welfare,"['B001296', 'C001097', 'C001072', 'C001090', 'C001080', 'C001101', 'C001068', 'C001078', 'C000714', 'C001111', 'E000288', 'E000296', 'G000574', 'G000535', 'H000324', 'H001068', 'J000032', 'J000298', 'K000009', 'K000385', 'L000559', 'L000551', 'L000397', 'L000579', 'L000580', 'M000312', 'M001166', 'M001160', 'N000147', 'P000607', 'R000606', 'S001145', 'S001150', 'S001165', 'S000480', 'S000510', 'S001200', 'T000472', 'V000081', 'W000797', 'W000822', 'W000808']",42,43,0
hr1034-115,hr,Environmental protection,"['B000574', 'C001090', 'G000585', 'G000551', 'H001068', 'J000032', 'K000389', 'L000551', 'L000579', 'N000147', 'P000604', 'Q000023', 'S000480']",13,14,0
hr929-115,hr,Taxation,"['C001084', 'S001170']",2,3,0
hr5494-115,hr,Commerce,"['B001301', 'K000382', 'S001190']",3,4,0
hr1808-115,hr,Crime and law enforcement,"['A000370', 'B001303', 'B001278', 'C001069', 'D000623', 'E000297', 'F000465', 'F000450', 'G000551', 'M001201', 'P000598', 'R000582', 'R000592', 'S001177', 'T000472', 'T000467', 'W000798', 'W000808', 'W000795']",19,20,0
hr115-115,hr,Crime and law enforcement,"['A000369', 'B001291', 'B001269', 'C001062', 'D000533', 'F000460', 'G000578', 'K000386', 'M001199', 'M001157', 'M001180', 'M001190', 'P000601', 'P000592', 'P000599', 'R000585', 'R000575', 'R000409', 'R000604', 'S000244', 'T000467']",21,22,0
hr4546-115,hr,Finance and financial sector,"['G000583', 'H001059', 'M001189']",3,4,0
hr6211-115,hr,Government operations and politics,['F000466'],1,2,0
hr3763-115,hr,"Science, technology, communications",['L000554'],1,2,0
hr6023-115,hr,Commerce,[],0,1,0
hr3551-115,hr,Foreign trade and international finance,"['G000580', 'H001073', 'K000210', 'M001157', 'R000578', 'R000609']",6,7,0
hr2483-115,hr,Health,['B001275'],1,2,0
hr1206-115,hr,Armed forces and national security,"['A000372', 'B001299', 'B001281', 'B001284', 'B001286', 'B001289', 'C001112', 'C001090', 'C001080', 'C001084', 'C001068', 'C001105', 'C001078', 'C000714', 'C001094', 'C001096', 'D000620', 'D000621', 'D000610', 'D000624', 'E000288', 'E000179', 'F000464', 'F000448', 'G000579', 'G000559', 'G000563', 'G000546', 'H001053', 'H000324', 'H001064', 'H001071', 'H001047', 'H001067', 'I000056', 'J000255', 'K000386', 'K000385', 'K000381', 'K000210', 'L000578', 'L000560', 'L000563', 'L000554', 'L000579', 'M001163', 'M000312', 'M001187', 'M001181', 'M001160', 'P000593', 'P000606', 'P000607', 'P000592', 'P000611', 'Q000023', 'R000606', 'R000602', 'R000591', 'R000515', 'R000577', 'S001150', 'S001189', 'S000244', 'S001196', 'S001187', 'S001193', 'T000472', 'T000460', 'V000129', 'V000131', 'W000819', 'W000804', 'Y000062', 'Y000065', 'Y000066', 'Z000017']",77,78,0
hr4774-115,hr,Public lands and natural resources,"['C001037', 'C001101', 'C001069', 'D000216', 'E000293', 'H001047', 'K000375', 'K000379', 'K000382', 'L000559', 'L000557', 'L000562', 'M000312', 'M001196', 'N000015', 'P000597', 'P000611', 'S001170', 'T000465', 'W000800']",20,21,0
hr327-115,hr,International affairs,[],0,1,0
hr4328-115,hr,Armed forces and national security,"['B001299', 'B001282', 'C001061', 'C001077', 'C001068', 'C001094', 'D000624', 'G000574', 'G000581', 'H001050', 'H001038', 'J000032', 'J000298', 'J000290', 'J000288', 'K000379', 'K000381', 'K000210', 'M001185', 'M001198', 'M001143', 'M001189', 'P000096', 'P000592', 'R000600', 'S000248', 'S001200']",27,28,0
hr3931-115,hr,Health,"['B000574', 'B001278', 'C001072', 'C001049', 'C001061', 'D000619', 'D000191', 'D000612', 'F000466', 'F000372', 'H001038', 'J000290', 'K000386', 'K000379', 'K000210', 'L000554', 'L000569', 'M001193', 'M001163', 'M000312', 'M001196', 'P000096', 'P000258', 'P000607', 'R000576', 'S000248', 'S001170', 'S001196', 'T000469', 'U000031', 'V000129', 'V000108', 'W000820']",33,34,0
hr4926-115,hr,Taxation,['C001084'],1,2,0
hr1468-115,hr,Immigration,"['A000369', 'B001298', 'B000213', 'B001284', 'C001077', 'C001092', 'C001106', 'D000612', 'D000604', 'D000600', 'D000625', 'F000464', 'F000466', 'F000461', 'G000582', 'K000386', 'K000210', 'K000378', 'K000387', 'L000567', 'L000584', 'M001197', 'N000189', 'P000594', 'R000585', 'R000578', 'R000435', 'S001191', 'S000522', 'S001196', 'S001187', 'T000477', 'T000462', 'U000031', 'V000129']",35,36,0
hr549-115,hr,Transportation and public works,"['K000386', 'K000210', 'M001157', 'P000604', 'R000602']",5,6,0
hr6229-115,hr,"Science, technology, communications","['B001306', 'B001302', 'J000126', 'K000387', 'L000589', 'L000563', 'L000491', 'M001198', 'R000409', 'S000583', 'W000814']",11,12,0
hr2689-115,hr,Native Americans,['T000474'],1,2,0
hr911-115,hr,Transportation and public works,"['B001298', 'B001301', 'B001292', 'B001257', 'B001294', 'B001245', 'B001296', 'B001227', 'C001037', 'C001112', 'C001072', 'C001090', 'C001068', 'C001053', 'C001110', 'C001069', 'C001048', 'C000984', 'D000627', 'D000610', 'D000625', 'E000215', 'E000297', 'E000293', 'G000571', 'G000559', 'G000289', 'G000583', 'G000551', 'G000535', 'H001038', 'H001068', 'J000298', 'J000292', 'J000255', 'K000009', 'K000375', 'K000390', 'K000210', 'K000391', 'K000382', 'L000567', 'L000581', 'L000586', 'L000263', 'L000582', 'L000563', 'L000397', 'L000579', 'M001193', 'M001179', 'M000312', 'M001180', 'M001196', 'M001202', 'N000002', 'N000189', 'N000127', 'N000147', 'P000096', 'P000593', 'P000608', 'P000592', 'P000598', 'P000599', 'R000578', 'R000583', 'R000608', 'R000593', 'R000603', 'R000515', 'S001145', 'S001190', 'S001170', 'S001165', 'S001175', 'S001201', 'S001193', 'T000467', 'T000460', 'T000469', 'T000465', 'V000108', 'W000822', 'W000814', 'W000816']",86,87,0
hr1830-115,hr,Taxation,[],0,1,0
hr3569-115,hr,Crime and law enforcement,"['B001298', 'B001285', 'C001091', 'C001101', 'C001068', 'C001053', 'C001110', 'D000623', 'D000399', 'J000032', 'K000375', 'K000379', 'K000210', 'K000391', 'L000562', 'M001193', 'M000312', 'M001196', 'N000015', 'N000188', 'P000096', 'P000607', 'R000515', 'S001170', 'T000465', 'V000131']",26,27,0
hr6827-115,hr,Government operations and politics,"['C001084', 'C001067', 'D000216', 'E000297', 'G000574', 'G000551', 'G000535', 'J000298', 'J000288', 'K000389', 'M000312', 'S001145', 'S000248', 'S001165', 'S001200', 'T000193', 'W000797', 'W000187', 'W000800']",19,20,0
hr5458-115,hr,Congress,[],0,1,0
hr2817-115,hr,Taxation,"['B001299', 'C000266']",2,3,0
hr2219-115,hr,Finance and financial sector,"['B001281', 'D000620', 'F000466', 'G000583', 'H001059', 'K000375', 'L000584', 'L000562', 'M000087', 'M001181', 'M001137', 'M001189', 'P000592', 'S001191', 'S001165']",15,16,0
hr5800-115,hr,Health,"['B001243', 'W000791', 'W000820']",3,4,0
hr6024-115,hr,Crime and law enforcement,[],0,1,0
hr3556-115,hr,Housing and community development,"['B001305', 'L000569', 'M001160', 'S001187']",4,5,0
hr2484-115,hr,International affairs,"['B001293', 'B001284', 'C001106', 'C001096', 'D000604', 'D000625', 'E000179', 'K000375', 'P000592', 'R000487', 'S001145', 'S000344', 'S000522', 'T000474', 'W000812', 'W000813']",16,17,0
hr6818-115,hr,,[],0,1,0
hr1201-115,hr,Taxation,"['C001077', 'F000464', 'G000289', 'G000576', 'J000292', 'K000375', 'K000376', 'K000378', 'L000563', 'M001159', 'P000594', 'R000409', 'R000598', 'R000487', 'R000599', 'S001183', 'S000244', 'S000250', 'S000364', 'S000583', 'T000467', 'T000463']",22,23,0
hr320-115,hr,Government operations and politics,[],0,1,0
hr4773-115,hr,Government operations and politics,['N000147'],1,2,0
hr1033-115,hr,Law,"['C001076', 'C001109', 'C001068', 'G000565', 'L000573', 'P000258', 'S001180', 'T000467']",8,9,0
hr5493-115,hr,Taxation,['L000557'],1,2,0
hr4541-115,hr,Health,"['B001300', 'B001287', 'B000490', 'B000574', 'B001303', 'B001278', 'B001245', 'B001296', 'B001227', 'B001251', 'C001112', 'C001072', 'C001090', 'C001066', 'C001080', 'C001084', 'C001101', 'C001067', 'C001068', 'C001078', 'C000754', 'C001110', 'C001059', 'C001069', 'C001111', 'C001038', 'C000984', 'D000096', 'D000598', 'D000197', 'D000620', 'D000216', 'D000617', 'D000623', 'D000610', 'D000624', 'D000399', 'D000482', 'E000179', 'E000215', 'E000293', 'F000454', 'F000462', 'G000585', 'G000581', 'G000582', 'G000553', 'G000410', 'G000551', 'H001050', 'H000324', 'H001064', 'H001038', 'H001047', 'H001068', 'J000032', 'J000126', 'K000375', 'K000385', 'K000379', 'K000389', 'K000382', 'L000560', 'L000557', 'L000581', 'L000586', 'L000263', 'L000287', 'L000563', 'L000397', 'L000579', 'L000580', 'L000570', 'M001163', 'M001143', 'M001200', 'M000312', 'M001166', 'M001188', 'M001160', 'M001196', 'N000015', 'N000147', 'O000171', 'O000170', 'P000034', 'P000613', 'P000096', 'P000604', 'P000258', 'P000597', 'P000607', 'P000598', 'R000606', 'R000588', 'R000608', 'R000486', 'R000599', 'R000576', 'R000515', 'R000577', 'S001156', 'S001168', 'S001145', 'S001150', 'S001180', 'S001157', 'S000248', 'S001185', 'S000480', 'S001200', 'S001175', 'S001193', 'T000472', 'T000460', 'T000469', 'T000474', 'T000465', 'V000130', 'V000132', 'V000081', 'W000799', 'W000797', 'W000822', 'W000800', 'Y000062']",126,127,0
hr112-115,hr,Taxation,"['B001257', 'B001285', 'C001066', 'C001111', 'C001107', 'D000627', 'D000621', 'D000610', 'D000600', 'D000628', 'F000462', 'F000448', 'G000578', 'G000581', 'G000565', 'H000324', 'L000586', 'M001199', 'M001202', 'P000599', 'R000607', 'R000583', 'R000435', 'R000593', 'R000609', 'S001183', 'S001200', 'V000132', 'W000797', 'W000806', 'W000808', 'Y000065']",32,33,0
hr6216-115,hr,Government operations and politics,"['B001297', 'C001077', 'D000197', 'L000564', 'P000593', 'P000598']",6,7,0
hr3764-115,hr,Native Americans,[],0,1,0
hr4919-115,hr,Agriculture and food,"['F000465', 'H001077', 'N000190']",3,4,0
hr1457-115,hr,Finance and financial sector,"['B001305', 'B001289', 'C001094', 'C001111', 'D000620', 'G000581', 'G000583', 'H001059', 'K000392', 'L000583', 'L000491', 'M001156', 'M001137', 'M001189', 'P000606', 'P000611', 'R000591', 'R000607', 'R000598', 'R000487', 'R000609', 'S001157', 'S001185', 'S001191', 'S000583', 'S001187', 'T000478', 'V000129', 'V000081', 'Y000033']",30,31,0
hr4125-115,hr,Education,['F000455'],1,2,0
